# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
1064535	Megasphaera elsdenii DSM 20460	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera elsdenii DSM 20460	1,131567,2,1783272,1239,909932,1843489,31977,906,907,1064535
1118059	Kallipyga massiliensis ph2	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,unclassified Tissierellia,Kallipyga,Kallipyga massiliensis,Kallipyga massiliensis ph2	1,131567,2,1783272,1239,1737404,1737407,1472763,1472764,1118059
1211036	Mangrovimonas	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mangrovimonas	1,131567,2,1783270,68336,976,117743,200644,49546,1211036
1357399	Helicobacter canis NCTC 12740	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter canis,Helicobacter canis NCTC 12740	1,131567,2,1224,68525,29547,213849,72293,209,29419,1357399
1123360	Litoreibacter arenae DSM 19593	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,Litoreibacter arenae,Litoreibacter arenae DSM 19593	1,131567,2,1224,28211,204455,31989,947567,491388,1123360
1073531	Mycolicibacter	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter	1,131567,2,1783272,201174,1760,85007,1762,1073531
525898	Sulfurospirillum deleyianum DSM 6946	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum deleyianum,Sulfurospirillum deleyianum DSM 6946	1,131567,2,1224,68525,29547,213849,72294,57665,65553,525898
1888195	Streptococcus himalayensis	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus himalayensis	1,131567,2,1783272,1239,91061,186826,1300,1301,1888195
228410	Nitrosomonas europaea ATCC 19718	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas europaea,Nitrosomonas europaea ATCC 19718	1,131567,2,1224,28216,32003,206379,914,915,228410
1471202	Halomonas sp. PR-M31	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. PR-M31	1,131567,2,1224,1236,135619,28256,2745,1471202
751994	gamma proteobacterium HIMB30	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,unclassified Gammaproteobacteria (miscellaneous),gamma proteobacterium HIMB30	1,131567,2,1224,1236,118884,33811,751994
526226	Gordonia bronchialis DSM 43247	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia bronchialis,Gordonia bronchialis DSM 43247	1,131567,2,1783272,201174,1760,85007,85026,2053,2054,526226
1553900	Oligoflexia	class	root,cellular organisms,Bacteria,Proteobacteria,Oligoflexia	1,131567,2,1224,1553900
929713	Niabella soli DSM 19437	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niabella,Niabella soli,Niabella soli DSM 19437	1,131567,2,1783270,68336,976,1853228,1853229,563835,379899,446683,929713
188786	Thermaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae	1,131567,2,1783272,1297,188787,68933,188786
1385939	Bifidobacterium breve JCM 7017	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve JCM 7017	1,131567,2,1783272,201174,1760,85004,31953,1678,1685,1385939
585502	Prevotella bergensis DSM 17361	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bergensis,Prevotella bergensis DSM 17361	1,131567,2,1783270,68336,976,200643,171549,171552,838,242750,585502
1166948	Halomonas xinjiangensis	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas xinjiangensis	1,131567,2,1224,1236,135619,28256,2745,1166948
65551	Meiothermus	genus	root,cellular organisms,Bacteria,Terrabacteria group,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus	1,131567,2,1783272,1297,188787,68933,188786,65551
1499689	Clostridium amazonitimonense	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium amazonitimonense	1,131567,2,1783272,1239,186801,186802,31979,1485,1499689
1230730	Tissierellia bacterium S5-A11	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,unclassified Tissierellia,unclassified Tissierellia (miscellaneous),Tissierellia bacterium S5-A11	1,131567,2,1783272,1239,1737404,1737407,1737408,1230730
32008	Burkholderia	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia	1,131567,2,1224,28216,80840,119060,32008
700508	Mycolicibacterium neoaurum VKM Ac-1815D	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,Mycolicibacterium neoaurum VKM Ac-1815D	1,131567,2,1783272,201174,1760,85007,1762,1866885,1795,700508
796942	Stomatobaculum longum	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,Stomatobaculum longum	1,131567,2,1783272,1239,186801,186802,186803,1213720,796942
1120936	Actinomadura atramentaria DSM 43919	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura atramentaria,Actinomadura atramentaria DSM 43919	1,131567,2,1783272,201174,1760,85012,2012,1988,1990,1120936
411468	[Clostridium] scindens ATCC 35704	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens,[Clostridium] scindens ATCC 35704	1,131567,2,1783272,1239,186801,186802,186803,1506553,29347,411468
1379903	Roseivivax marinus	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,Roseivivax marinus	1,131567,2,1224,28211,204455,31989,93682,1379903
1123267	Sphingomonas astaxanthinifaciens DSM 22298	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas astaxanthinifaciens,Sphingomonas astaxanthinifaciens DSM 22298	1,131567,2,1224,28211,204457,41297,13687,407019,1123267
314278	Nitrococcus mobilis Nb-231	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Nitrococcus,Nitrococcus mobilis,Nitrococcus mobilis Nb-231	1,131567,2,1224,1236,135613,72276,35796,35797,314278
28116	Bacteroides ovatus	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus	1,131567,2,1783270,68336,976,200643,171549,815,816,28116
1392488	Flavimarina sp. Hel_I_48	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavimarina,Flavimarina sp. Hel_I_48	1,131567,2,1783270,68336,976,117743,200644,49546,1606872,1392488
1330330	Kosmotoga pacifica	species	root,cellular organisms,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Kosmotoga,Kosmotoga pacifica	1,131567,2,200918,188708,1643946,1643948,651456,1330330
1148	Synechocystis sp. PCC 6803	species	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803	1,131567,2,1783272,1798711,1117,1890424,1890428,1142,1148
525245	Actinomyces coleocanis DSM 15436	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces coleocanis,Actinomyces coleocanis DSM 15436	1,131567,2,1783272,201174,1760,2037,2049,1654,103618,525245
1138822	Lactobacillus curieae	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus curieae	1,131567,2,1783272,1239,91061,186826,33958,1578,1138822
1353276	Olleya marilimosa CAM030	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya marilimosa,Olleya marilimosa CAM030	1,131567,2,1783270,68336,976,117743,200644,49546,336276,272164,1353276
1226324	Blautia sp. KLE 1732	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia sp. KLE 1732	1,131567,2,1783272,1239,186801,186802,186803,572511,1226324
463014	Bordetella flabilis	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella flabilis	1,131567,2,1224,28216,80840,506,517,463014
1122183	Luteimonas mephitis DSM 12574	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas mephitis,Luteimonas mephitis DSM 12574	1,131567,2,1224,1236,135614,32033,83614,83615,1122183
1357915	Arthrobacter sp. QXT-31	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. QXT-31	1,131567,2,1783272,201174,1760,85006,1268,1663,1357915
644283	Micromonospora aurantiaca ATCC 27029	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora aurantiaca,Micromonospora aurantiaca ATCC 27029	1,131567,2,1783272,201174,1760,85008,28056,1873,47850,644283
42255	Rubrobacter	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter	1,131567,2,1783272,201174,84995,84996,84997,42255
1445510	Gynuella sunshinyii YC6258	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Gynuella,Gynuella sunshinyii,Gynuella sunshinyii YC6258	1,131567,2,1224,1236,135619,255527,1445504,1445505,1445510
29	Myxococcales	order	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales	1,131567,2,1224,68525,28221,29
1526658	Bosea vaviloviae	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea vaviloviae	1,131567,2,1224,28211,356,41294,85413,1526658
1381123	Aliihoeflea sp. 2WW	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aliihoeflea,Aliihoeflea sp. 2WW	1,131567,2,1224,28211,356,69277,610116,1381123
1120945	Actinomyces neuii subsp. neuii DSM 8576	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces neuii,Actinomyces neuii subsp. neuii,Actinomyces neuii subsp. neuii DSM 8576	1,131567,2,1783272,201174,1760,2037,2049,1654,33007,144053,1120945
1121004	Aquaspirillum serpens DSM 68	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,Aquaspirillum serpens,Aquaspirillum serpens DSM 68	1,131567,2,1224,28216,206351,1499392,187,190,1121004
1736331	Nocardioides sp. Leaf307	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Leaf307	1,131567,2,1783272,201174,1760,85009,85015,1839,1736331
641	Vibrionaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae	1,131567,2,1224,1236,135623,641
1132441	Arthrobacter sp. 35W	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. 35W	1,131567,2,1783272,201174,1760,85006,1268,1663,1132441
166314	Synechococcus sp. WH 8109	species	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109	1,131567,2,1783272,1798711,1117,1890424,1890426,1129,166314
1236517	Prevotella fusca JCM 17724	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella fusca,Prevotella fusca JCM 17724	1,131567,2,1783270,68336,976,200643,171549,171552,838,589436,1236517
266809	Thalassobacter stenotrophicus	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobacter,Thalassobacter stenotrophicus	1,131567,2,1224,28211,204455,31989,266808,266809
1267973	Arthrobacter sp. H5	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. H5	1,131567,2,1783272,201174,1760,85006,1268,1663,1267973
1455061	Candidatus Magnetobacterium casensis	species	root,cellular organisms,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Candidatus Magnetobacterium,Candidatus Magnetobacterium casensis	1,131567,2,40117,203693,189778,189779,40118,1455061
1283279	Saccharopolyspora rectivirgula DSM 43747	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora rectivirgula,Saccharopolyspora rectivirgula DSM 43747	1,131567,2,1783272,201174,1760,85010,2070,1835,28042,1283279
1400053	Bacteroidales bacterium CF	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales (miscellaneous),Bacteroidales bacterium CF	1,131567,2,1783270,68336,976,200643,171549,333046,185291,1400053
428126	[Clostridium] spiroforme DSM 1552	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] spiroforme,[Clostridium] spiroforme DSM 1552	1,131567,2,1783272,1239,526524,526525,128827,1505663,29348,428126
558173	Corynebacterium doosanense CAU 212 = DSM 45436	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium doosanense,Corynebacterium doosanense CAU 212 = DSM 45436	1,131567,2,1783272,201174,1760,85007,1653,1716,1121358,558173
395494	Gallionella capsiferriformans ES-2	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella capsiferriformans,Gallionella capsiferriformans ES-2	1,131567,2,1224,28216,32003,90627,96,370405,395494
1305735	Oceanicola sp. HL-35	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola sp. HL-35	1,131567,2,1224,28211,204455,31989,252301,1305735
1203605	Propionibacterium sp. oral taxon 192 str. F0372	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium sp. oral taxon 192,Propionibacterium sp. oral taxon 192 str. F0372	1,131567,2,1783272,201174,1760,85009,31957,1743,671222,1203605
161899	Corynebacterium singulare	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium singulare	1,131567,2,1783272,201174,1760,85007,1653,1716,161899
720555	Bacillus atrophaeus 1942	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis group,Bacillus atrophaeus,Bacillus atrophaeus 1942	1,131567,2,1783272,1239,91061,1385,186817,1386,653685,1452,720555
1423821	Lactobacillus aviarius subsp. aviarius DSM 20655	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus aviarius,Lactobacillus aviarius subsp. aviarius,Lactobacillus aviarius subsp. aviarius DSM 20655	1,131567,2,1783272,1239,91061,186826,33958,1578,1606,147810,1423821
515619	[Eubacterium] rectale ATCC 33656	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,[Eubacterium] rectale,[Eubacterium] rectale ATCC 33656	1,131567,2,1783272,1239,186801,186802,186803,186928,39491,515619
1650662	Desnuesiella massiliensis	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Desnuesiella,Desnuesiella massiliensis	1,131567,2,1783272,1239,186801,186802,31979,1924062,1650662
398577	Burkholderia ambifaria MC40-6	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia ambifaria,Burkholderia ambifaria MC40-6	1,131567,2,1224,28216,80840,119060,32008,87882,152480,398577
1423781	Lactobacillus ozensis DSM 23829 = JCM 17196	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ozensis,Lactobacillus ozensis DSM 23829 = JCM 17196	1,131567,2,1783272,1239,91061,186826,33958,1578,866801,1423781
511678	Aliivibrio	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio	1,131567,2,1224,1236,135623,641,511678
